71, 57.013813, 9.986149, 4, 2025-09-15 15:38:02
72, 57.013813, 9.986149, 4, 2025-09-15 15:38:02
73, 57.013814, 9.986149, 4, 2025-09-15 15:38:02
74, 57.013814, 9.986147, 4, 2025-09-15 15:38:02
75, 57.013812, 9.986144, 4, 2025-09-15 15:38:02
76, 57.013811, 9.986141, 4, 2025-09-15 15:38:02
77, 57.013810, 9.986140, 4, 2025-09-15 15:38:02
78, 57.013810, 9.986138, 4, 2025-09-15 15:38:02
79, 57.013810, 9.986137, 4, 2025-09-15 15:38:02
80, 57.013810, 9.986135, 4, 2025-09-15 15:38:02
81, 57.013810, 9.986134, 4, 2025-09-15 15:38:02
82, 57.013810, 9.986133, 4, 2025-09-15 15:38:02
83, 57.013810, 9.986132, 4, 2025-09-15 15:38:02
84, 57.013818, 9.986131, 4, 2025-09-15 15:38:02
85, 57.013810, 9.986131, 4, 2025-09-15 15:38:02
86, 57.013808, 9.986133, 4, 2025-09-15 15:38:02
87, 57.013806, 9.986138, 4, 2025-09-15 15:38:02
88, 57.013806, 9.986138, 4, 2025-09-15 15:38:02
89, 57.013805, 9.986137, 4, 2025-09-15 15:38:02
90, 57.013804, 9.986136, 4, 2025-09-15 15:38:02
91, 57.013803, 9.986135, 4, 2025-09-15 15:38:02
92, 57.013801, 9.986134, 4, 2025-09-15 15:38:02
93, 57.013800, 9.986134, 4, 2025-09-15 15:38:02
94, 57.013799, 9.986133, 4, 2025-09-15 15:38:02
95, 57.013797, 9.986135, 4, 2025-09-15 15:38:02
96, 57.013795, 9.986136, 4, 2025-09-15 15:38:02
97, 57.013793, 9.986136, 4, 2025-09-15 15:38:02
98, 57.013792, 9.986134, 4, 2025-09-15 15:38:02
99, 57.013791, 9.986134, 4, 2025-09-15 15:38:02
100, 57.013791, 9.986135, 4, 2025-09-15 15:38:02
101, 57.013790, 9.986135, 4, 2025-09-15 15:38:02
102, 57.013790, 9.986135, 4, 2025-09-15 15:38:02
103, 57.013791, 9.986135, 4, 2025-09-15 15:38:02
104, 57.013791, 9.986137, 4, 2025-09-15 15:38:02
105, 57.013793, 9.986136, 4, 2025-09-15 15:38:02
106, 57.013792, 9.986137, 4, 2025-09-15 15:38:02
107, 57.013794, 9.986142, 4, 2025-09-15 15:38:02
108, 57.013793, 9.986149, 4, 2025-09-15 15:38:02
109, 57.013793, 9.986150, 4, 2025-09-15 15:38:02
110, 57.013792, 9.986153, 4, 2025-09-15 15:38:02
111, 57.013791, 9.986154, 4, 2025-09-15 15:38:02
