0, 57.013800, 9.986170, 4, 2025-09-15 15:38:02
1, 57.013800, 9.986171, 4, 2025-09-15 15:38:02
2, 57.013801, 9.986172, 4, 2025-09-15 15:38:02
3, 57.013801, 9.986172, 4, 2025-09-15 15:38:02
4, 57.013801, 9.986173, 4, 2025-09-15 15:38:02
5, 57.013802, 9.986173, 4, 2025-09-15 15:38:02
6, 57.013802, 9.986174, 4, 2025-09-15 15:38:02
7, 57.013802, 9.986174, 4, 2025-09-15 15:38:02
8, 57.013801, 9.986175, 4, 2025-09-15 15:38:02
9, 57.013802, 9.986176, 4, 2025-09-15 15:38:02
10, 57.013802, 9.986177, 4, 2025-09-15 15:38:02
11, 57.013802, 9.986178, 4, 2025-09-15 15:38:02
12, 57.013802, 9.986178, 4, 2025-09-15 15:38:02
13, 57.013803, 9.986180, 4, 2025-09-15 15:38:02
14, 57.013803, 9.986180, 4, 2025-09-15 15:38:02
15, 57.013802, 9.986180, 4, 2025-09-15 15:38:02
16, 57.013802, 9.986180, 4, 2025-09-15 15:38:02
17, 57.013803, 9.986180, 4, 2025-09-15 15:38:02
18, 57.013802, 9.986179, 4, 2025-09-15 15:38:02
19, 57.013801, 9.986180, 4, 2025-09-15 15:38:02
20, 57.013802, 9.986180, 4, 2025-09-15 15:38:02
21, 57.013801, 9.986180, 4, 2025-09-15 15:38:02
22, 57.013801, 9.986180, 4, 2025-09-15 15:38:02
23, 57.013801, 9.986180, 4, 2025-09-15 15:38:02
24, 57.013801, 9.986181, 4, 2025-09-15 15:38:02
25, 57.013801, 9.986182, 4, 2025-09-15 15:38:02
26, 57.013802, 9.986182, 4, 2025-09-15 15:38:02
27, 57.013803, 9.986183, 4, 2025-09-15 15:38:02
28, 57.013803, 9.986183, 4, 2025-09-15 15:38:02
29, 57.013803, 9.986183, 4, 2025-09-15 15:38:02
30, 57.013805, 9.986184, 4, 2025-09-15 15:38:02
31, 57.013806, 9.986183, 4, 2025-09-15 15:38:02
32, 57.013807, 9.986183, 4, 2025-09-15 15:38:02
33, 57.013806, 9.986182, 4, 2025-09-15 15:38:02
34, 57.013807, 9.986182, 4, 2025-09-15 15:38:02
35, 57.013807, 9.986182, 4, 2025-09-15 15:38:02
36, 57.013808, 9.986182, 4, 2025-09-15 15:38:02
37, 57.013808, 9.986182, 4, 2025-09-15 15:38:02
38, 57.013809, 9.986183, 4, 2025-09-15 15:38:02
39, 57.013818, 9.986183, 4, 2025-09-15 15:38:02
40, 57.013812, 9.986182, 4, 2025-09-15 15:38:02
41, 57.013812, 9.986181, 4, 2025-09-15 15:38:02
42, 57.013812, 9.986181, 4, 2025-09-15 15:38:02
43, 57.013813, 9.986181, 4, 2025-09-15 15:38:02
44, 57.013812, 9.986181, 4, 2025-09-15 15:38:02
45, 57.013812, 9.986179, 4, 2025-09-15 15:38:02
46, 57.013813, 9.986177, 4, 2025-09-15 15:38:02
47, 57.013814, 9.986176, 4, 2025-09-15 15:38:02
48, 57.013813, 9.986175, 4, 2025-09-15 15:38:02
49, 57.013812, 9.986174, 4, 2025-09-15 15:38:02
50, 57.013812, 9.986173, 4, 2025-09-15 15:38:02
51, 57.013812, 9.986171, 4, 2025-09-15 15:38:02
52, 57.013811, 9.986177, 4, 2025-09-15 15:38:02
53, 57.013811, 9.986169, 4, 2025-09-15 15:38:02
54, 57.013811, 9.986166, 4, 2025-09-15 15:38:02
55, 57.013812, 9.986163, 4, 2025-09-15 15:38:02
56, 57.013812, 9.986162, 4, 2025-09-15 15:38:02
57, 57.013811, 9.986163, 4, 2025-09-15 15:38:02
58, 57.013812, 9.986162, 4, 2025-09-15 15:38:02
59, 57.013812, 9.986162, 4, 2025-09-15 15:38:02
60, 57.013812, 9.986163, 4, 2025-09-15 15:38:02
61, 57.013813, 9.986163, 4, 2025-09-15 15:38:02
62, 57.013812, 9.986163, 4, 2025-09-15 15:38:02
63, 57.013813, 9.986163, 4, 2025-09-15 15:38:02
64, 57.013813, 9.986161, 4, 2025-09-15 15:38:02
65, 57.013813, 9.986159, 4, 2025-09-15 15:38:02
66, 57.013813, 9.986156, 4, 2025-09-15 15:38:02
67, 57.013813, 9.986153, 4, 2025-09-15 15:38:02
68, 57.013813, 9.986150, 4, 2025-09-15 15:38:02
69, 57.013813, 9.986149, 4, 2025-09-15 15:38:02
70, 57.013813, 9.986148, 4, 2025-09-15 15:38:02
